episode,step,hidden_state,action,reward,persistence_reward,next_hidden_state,season,production,q_kaf,popsize,popsize_a,popsize_i,popsize_s,popsize0_a,popsize0_i,popsize0_s,popsizeage0,catch_total_apr+oct+nov,catch_total_jul+aug+sep,catch_apr+oct+nov_a,catch_apr+oct+nov_i,catch_apr+oct+nov_s,catch_jul+aug+sep_a,catch_jul+aug+sep_i,catch_jul+aug+sep_s,min_popsize_reach,min_catch_apr+oct+nov_reach,min_catch_jul+aug+sep_reach,CV,min_extthr_ratio,gini,minmeanratio,A_min_frac
0,63,"[10.61759551 12.3931396  10.994942    5.90709183 12.02449865  9.46877472
  0.         20.02236182  0.        ]",[0.93  0.475 0.    0.525],-0.93027,,"[ 9.27653979 10.32648898  8.90121384 10.08750313 11.40787965  7.51684587
 12.13379761 20.02236182  1.        ]",0.0,0.93,233.18446434130357,521662.9,41212.92,407930.91,72519.07,40846.28,241140.6,59571.06,341557.95,4299.0,6782.0,195.0,3956.0,148.0,169.0,4922.0,1691.0,41212.92,148.0,169.0,1.169093775707531,9.68759485389566,0.4686525723795961,0.23700891897813703,0.00889623933465522
0,65,"[ 8.90109438  9.87808735  9.32444092  8.85178738 10.84905933  7.37877993
  0.         19.60517552  0.        ]",[0.983 0.144 0.    0.856],-0.983035,,"[11.59731264  8.36762265  3.71038867  7.98326904  6.54312357  6.49700925
 12.18896718 19.60517552  1.        ]",0.0,0.983,321.0781481883407,98115.24,14324.87,70982.09,12808.28,7339.0,19497.39,11207.65,38044.04,760.0,2249.0,189.0,522.0,49.0,132.0,1358.0,759.0,12808.28,49.0,132.0,1.0138343974217665,2.134889063118571,0.3952753924874464,0.3916296795482537,0.12496837982929798
0,67,"[10.44223151  8.86486441  8.82732471  6.74828416  5.98537236  6.35908612
  0.         20.34090623  0.        ]",[0.999 0.004 0.837 0.16 ],-0.998795,,"[11.41212758 12.35105731 10.99341456  6.56235856  8.10454089  2.35635585
 12.20487192 20.34090623  1.        ]",0.0,0.999,490.6158557946937,49995.8,35127.65,7474.4,7393.74,34276.06,7077.83,6817.02,48170.91,412.0,88.0,381.0,31.0,0.0,39.0,47.0,2.0,7393.74,0.0,2.0,0.9594175868476019,1.2323914422188071,0.3698166052248267,0.44366166758007675,0.07800111986626512
0,69,"[10.22682051 11.84089687 10.99901453  5.32998365  7.54593844  2.23215056
  0.         20.62171238  0.        ]",[0.849 0.637 0.074 0.289],-0.849075,,"[15.58453456 13.39722202 12.62517536  7.55364906 10.3778796   2.82211041
 12.04247078 20.62171238  1.        ]",0.0,0.849,692.3128712208744,228367.39,27838.94,140705.97,59822.49,27633.51,138813.93,59814.17,226261.6,810.0,1127.0,97.0,576.0,137.0,221.0,834.0,72.0,27838.94,97.0,72.0,0.7641926789809376,6.543879246651537,0.329489614834108,0.36571254766278144,0.007379232111567435
0,71,"[14.34984983 12.85422649 12.50155891  6.31911061  9.81907426  2.69273695
  0.         20.05206073  0.        ]",[0.075 0.867 0.    0.133],-0.07531,,"[ 6.98781618 12.46858812 11.41539493 13.20924134 11.99900563  8.95181258
  9.61999668 20.05206073  1.        ]",0.0,0.075,459.7993602419527,2376422.8,1706873.53,400780.57,268768.7,1706319.45,382400.54,268754.93,2357474.92,11100.0,41076.0,8162.0,2280.0,658.0,33705.0,905.0,6466.0,268768.7,658.0,905.0,1.0035168497687719,44.798470843750785,0.4034368603656443,0.33929404313070893,5.123364439396649e-05
0,73,"[ 5.8480989  11.91123103 11.29285416 11.97342853 11.4401816   8.81368527
  0.         20.94272479  0.        ]",[0.022 0.445 0.218 0.337],-0.02206,,"[13.20683728 12.57255205 15.59300059 10.59835049 10.49433425  9.24204018
  8.39231001 20.94272479  1.        ]",0.0,0.022,972.0329493202368,487713.3,158831.68,241911.8,86969.82,345.57,148928.9,80245.16,229519.64,5091.0,2146.0,2806.0,2149.0,136.0,795.0,375.0,976.0,86969.82,136.0,375.0,0.4769522180662155,14.496163227177323,0.21179380044245938,0.5349648246213503,0.07732176518245071
0,75,"[11.97102448 12.01372689 15.45494894  9.36259413  9.93552634  9.10390804
  0.         20.7252028   0.        ]",[0.021 0.544 0.    0.456],-0.02129,,"[ 9.56784157  9.48148067  9.25348758 10.48572357  7.90612896 13.19230829
  8.35678967 20.7252028   1.        ]",0.0,0.021,896.5511418958907,5516666.05,169749.11,185653.46,5161263.47,158105.55,165003.31,5152274.11,5475382.98,6183.0,33078.01,115.0,485.0,5583.0,1762.0,19619.01,11697.0,169749.11,115.0,1762.0,1.5646797924299602,39.90157951655375,0.6032042207869446,0.09231070457853796,0.0685927602212465
0,77,"[ 8.33220391  8.92296122  9.16561002  9.24997447  7.34757613 13.05416207
  0.         19.5654202   0.        ]",[0.995 0.033 0.    0.967],-0.99548,,"[ 5.46391096  4.92197779  5.13293837  7.88731608  5.48159947 10.17568551
 12.20154742 19.5654202   1.        ]",0.0,0.995,217.5913578018726,500207.33,14557.87,9052.7,476596.76,4154.57,7501.27,9561.55,21217.39,438.0,2731.0,112.0,92.0,234.0,313.0,1135.0,1283.0,9052.7,92.0,313.0,1.6095022050883325,2.2736962878874496,0.6231336913835309,0.05429368657992277,0.17137760005302283
0,79,"[ 0.          9.17487184  5.52108322  0.          4.92588226 10.03754466
  0.         20.39648811  0.        ]",[1.    0.539 0.    0.461],-1.0,,"[ 0.         11.97885142  7.60056697  0.          3.8728844   5.80637643
 12.20607765 20.39648811  1.        ]",0.0,1.0,638.7222720696286,32904.41,0.0,9787.34,23117.07,0.0,9650.53,248.91,9899.44,24.0,494.0,2.0,1.0,21.0,1.0,4.0,489.0,0.0,1.0,1.0,1.0579447183859418,0.0,0.4683682217672342,0.0,0.0
0,81,"[ 8.57966289 11.4215221   8.95414939  0.          3.32950587  5.66867549
  0.         19.95095962  0.        ]",[0.999 0.279 0.    0.721],-0.99938,,"[ 9.19652495 10.8508352  11.84793622  8.04142719 10.00814222  2.23374418
 12.20545746 19.95095962  1.        ]",0.0,0.999,230.77027036441348,104639.78,5321.31,91290.88,8027.59,5321.31,91263.95,7738.94,104324.2,1034.0,975.0,0.0,1034.0,0.0,0.0,895.0,80.0,5321.31,0.0,0.0,1.401151302847904,1.250838217044158,0.5477175761136603,0.15256081387021267,0.0
