"alpha","beta","mu_s","mu_i","mu_a","sd","beta_2","tau","r0","r1","lM0mu_s","lM0mu_i","lM0mu_a","lM1mu_s","lM1mu_i","lM1mu_a","lMwmu_s","lMwmu_i","lMwmu_a","irphi"
621.436362220923,9.37527958131833,12.1025123379252,11.7885787768295,10.4107147838525,1.57371780265295,2.02750873808658,0.0756657378808438,0.0394392664682305,0.337891029539505,-5.32896812662532,-4.09752325152514,-4.61501961573782,-3.85434947658748,-5.01434583755169,-4.9366134147556,-6.94332211905246,-5.35608360349192,-4.64979124977648,0.14858085755618
757.161982695305,10.6169980754308,13.5649422553365,12.8233440458216,9.83836701752132,1.67742650289901,1.87111025715418,0.0610370396228375,0.0406564916714659,0.300120628358911,-4.93421105557943,-4.1816161909339,-4.7186051433469,-4.12023573563171,-4.83366103407614,-4.58645570614654,-7.14289289968186,-5.61877515658121,-5.18445079143075,0.154624172663052
745.499718125357,8.60183424028477,12.0818368961912,12.427404670872,9.14439649661348,1.88306738330902,2.06074415868191,0.0638742160337932,0.0273780011140001,0.345222807274466,-5.80302107573785,-3.83050990878587,-4.47412657271342,-3.98100840970354,-4.50047564938325,-4.65226013011052,-6.29726302546085,-6.31277424240407,-5.19638299716677,0.191004252540046
839.455159000357,8.71299288596946,11.8885810020039,12.8446227664769,10.2888251075507,1.6530233598943,2.02816318304549,0.0371730447803425,0.0282985779156854,0.276677897516995,-4.92249827984377,-4.04969211717998,-4.50389575993274,-4.32354098870885,-4.82514611042119,-4.7765093385829,-6.94285901137692,-5.11793229647151,-5.17719076156157,0.177082695039494
759.631861857275,9.97731310731211,12.9607028328747,13.0898247032982,11.4699407672393,1.50918229180004,1.88271067013486,0.0851763581221898,0.0246168281334103,0.273898410355205,-4.69227095859905,-3.97252201395792,-4.25268585630697,-4.13278596254715,-4.65900468471352,-4.71367383608891,-7.57288935637672,-5.67355320685871,-5.80932878183378,0.158059282584816
734.606785077309,9.78326049763984,12.3979046493233,12.3685056792579,8.72735648769843,1.23831451068424,2.08812181558199,0.0785213790625755,0.0404080462501947,0.336385270498519,-5.04852910176343,-4.28340220810147,-4.52670477395893,-4.18913296061006,-4.79039713440137,-4.85361470297265,-6.6425212319672,-5.47621914695487,-4.7786484059978,0.097388250202857
654.573160552633,9.02467616615429,11.9343717319827,13.4732324650569,10.664519961509,1.44628179518474,2.1182045603531,0.0938751842849126,0.026065371707795,0.421994326347611,-5.09156098863108,-4.10513430085996,-4.19263580554811,-4.06318291440765,-4.93118883336401,-4.5732722248896,-6.21805487535995,-5.22112542530296,-5.7164760076775,0.159966841441052
779.490440507255,10.7184341360156,12.9104231151935,12.096297150375,8.88968059286597,1.68126238830421,2.11681462556371,0.0472104369548032,0.0288855503076667,0.387348996383508,-5.02149601194059,-3.96057879757213,-4.86676392511664,-3.89070906065188,-4.76620870221181,-5.05025158115314,-7.40313324936168,-4.98541999895863,-4.6737559144977,0.112999885419952
793.876879855753,8.10668618012681,13.3089985462046,13.0479398645407,10.608497567131,1.56590860062768,2.06633202004148,0.0450288172438957,0.017378840946013,0.173338583232573,-4.62484301279062,-3.96002712143813,-4.53433903278181,-4.24391249175483,-4.60087278811724,-4.74906313514283,-7.36836655338614,-5.36924793740653,-4.91722123110597,0.194320007788586
535.341348899268,7.92771721653358,12.8020252356269,12.6662979146751,11.4033581089166,1.55161947724007,1.96895246797675,0.0758822822786832,0.0345225539733176,0.312533468345168,-4.66405306848831,-4.0978069570386,-4.29546759537802,-4.16478693161409,-4.28585040452765,-5.18677162213496,-6.85177837901325,-5.86356911350162,-4.73664431102266,0.165147806602158
701.235660078916,8.78620622181429,11.4961252650536,13.2039177408251,10.3615045484573,1.48936883531775,1.94065170933784,0.0403461604410486,0.0339618354096507,0.232373851715639,-6.91557356028529,-4.08351839176135,-4.29323572454139,-4.16938579900065,-5.03224815033542,-4.93002356718711,-6.87988906638802,-5.49680809609107,-5.85802749938999,0.16050403770912
695.838554384781,9.04540393179262,12.7046252535193,13.1944869213201,9.86470433447434,1.26278546314678,2.05761818424694,0.0759771486109451,0.0241475596730411,0.271394936319006,-5.1599727644663,-4.06758905087716,-4.23439660253294,-4.36741567271239,-4.96921804054631,-5.18870411270814,-6.24632241372973,-5.56234261656465,-5.26010548820882,0.159994756845976
729.369974334545,9.3335186907047,12.1847505724925,12.4995102519785,10.1394791923395,1.4902761589834,2.02971701466331,0.0505292852557603,0.0404073055000382,0.327272022574654,-4.96443506330655,-4.09933691482512,-4.7354343622253,-4.07208918600313,-4.80289898632597,-4.36957888800865,-7.11099362707761,-5.29473917034933,-5.93441851506577,0.173516472239331
960.105330131907,9.44339921494065,11.8797463168351,12.5762452337684,8.98680218099557,1.52847860413865,1.86057058756005,0.0913833295651656,0.0365661404929557,0.583800215506894,-5.42952710391582,-4.16484945529025,-5.04899974752377,-4.07061068427099,-4.42853664048777,-4.9173122022817,-6.49813737311417,-5.51557404054791,-4.71906599808656,0.0836560040101766
753.030782196195,10.1340507110536,13.0371647086559,14.2379720710196,9.44249884087168,1.85770417525893,2.04201219596587,0.0418482165968596,0.0218913091298076,0.417898542417194,-4.73157938242302,-3.71297919273535,-4.74493957462368,-3.79534199539087,-4.81227613550814,-4.97074321400317,-6.91538985840319,-5.0645859778956,-4.73921127391444,0.0953071873502315
895.535074139652,11.1478539795294,13.0991071739846,12.9023907058324,10.0862659971654,1.59024892318492,1.81346253324136,0.0463766981508843,0.0238261238211844,0.283387175626766,-4.91977444665686,-4.22295493877419,-4.93165105875681,-4.30354359148193,-4.57122377882807,-4.58538067305713,-7.1296535622706,-4.97102075065474,-4.94765163853823,0.160619341981106
617.034004503798,10.3751848711802,12.5350249415474,13.2624647828931,10.3481060829585,1.51782832575883,1.99614232430212,0.0577940656329234,0.030213506907196,0.265347058004497,-5.61909093512497,-4.13981863336378,-4.59514698014717,-3.97960824149441,-4.89072811687433,-4.99968575022702,-6.46086175839033,-5.55732882980225,-4.94595772375941,0.231695679095371
593.741856453456,9.11590126393655,12.1122498528018,12.2722936669853,9.35205480710705,1.51052364935696,1.99081727957298,0.0500059668665963,0.0270439349337631,0.313423705374961,-5.99870249146215,-4.08072040264783,-5.35442597232558,-3.88580146271615,-4.67625228456649,-4.55211496425337,-6.61843813556697,-5.40471664035137,-4.82279492526101,0.118595916644723
912.524005008168,8.6247787795528,12.7165623842793,12.2154791143037,9.86280334230746,1.35869075837682,1.96804200511327,0.0606175936446101,0.0217673419024665,0.323686134177633,-5.15530063211936,-4.41503524990225,-4.71133961205434,-3.84866877584007,-4.84057033662092,-4.70592102075294,-6.79545054636531,-5.02249802455096,-5.49232172992465,0.173890758135094
709.692893668935,8.12982372575838,12.3883661684977,11.9673175537836,9.47263824281916,1.52535012435002,1.8032677025927,0.0484809301117882,0.0230398782804558,0.247363461445547,-5.217593668243,-4.09002487901335,-4.7762971774767,-4.15774849932203,-4.79339839599784,-4.54718420036253,-6.28870895208392,-5.38822962032359,-5.29063214356828,0.166649518782547
757.133186147105,9.64895398393228,12.0278837516115,12.549697724123,9.08280322238857,1.56303779427378,1.99298332218191,0.0299572377291856,0.0353002700439548,0.439014223677561,-5.11552703077997,-3.94971616776345,-4.79653926323955,-4.30528905067898,-4.60793877444553,-5.01360121269177,-6.5624753090292,-5.68810315340227,-5.01535812509654,0.108988726605216
556.059638128043,9.88896597863022,12.3801944778448,11.9725858001657,8.79773246736401,1.87985279670841,2.17690990287562,0.0982885191060411,0.0424766538663102,0.29915584111232,-6.62120949390661,-4.40463893527379,-5.56057047437717,-4.03644615699635,-4.69723825947484,-4.73964760008542,-5.75073643338815,-5.15336340680484,-4.80665414968915,0.137111932268506
643.626965532968,10.3077251517817,12.9369180323939,13.0297883151369,9.41977737238881,1.57470105242172,1.97026771555117,0.0652758491557352,0.0317509907490233,0.292527114258397,-5.0300438903819,-4.17999258599673,-4.58599717960081,-4.06586119576352,-4.66956520082842,-4.95168466106454,-6.92828528929292,-5.20933377421589,-5.14029844584886,0.149521656290053
749.013606381441,8.60113784152925,11.9812075277907,13.4878330691163,9.52074107436803,1.62676088645945,2.07781665231738,0.0804192745915879,0.0320834614617276,0.76564181381569,-5.07187193273061,-3.92771024459587,-4.54231769356982,-3.7958445221663,-5.19396891726568,-4.45014042329274,-6.95778922657856,-4.97988264466787,-5.10745783428194,0.135347852560349
751.035311671885,9.96500490698379,13.0399423128125,12.367867562785,9.64200252035979,1.58712545015236,2.18689714080609,0.0257672769511271,0.0312818594548714,0.327669187982728,-4.84407301637679,-4.05264277203986,-4.42560831566457,-3.90675915706483,-4.95588538566225,-4.51415777249352,-7.10965316046048,-4.88983928523291,-5.65769078211122,0.12509788708764
886.087436634828,9.10248753862133,12.896913319287,13.5390230450407,10.0884765539559,1.58707998392016,1.95780132279536,0.0389306465865186,0.0188099111483163,0.227502666627601,-4.82356163272035,-3.95913337939377,-4.17941309365815,-3.9276075397323,-4.65130061602723,-5.62498583264391,-6.7265568540586,-5.68715037724749,-4.69687425457978,0.186004436440465
479.613791571563,8.79509447902305,12.8924223698765,11.9530090251431,9.85136083535013,1.65103633417008,2.10573405715634,0.0743641439450793,0.0278099291280917,0.322392588593227,-4.80772362133385,-4.13933694002475,-4.87292826597193,-4.09901083792551,-4.7298177677611,-4.74892656461546,-7.01627277735249,-5.39191556053225,-4.88759301133474,0.0972182178320243
652.313877549835,8.97629026173172,13.0747812953057,13.5928580275727,10.0626676843224,1.79443511855081,1.92415751234843,0.0663578264427087,0.0162334564352556,0.237111164693351,-5.11334828547928,-3.85399702837571,-4.64547945006337,-4.15093208335121,-4.48279411439683,-4.83584504629267,-6.65452813984479,-5.60374981342092,-5.13896829365222,0.11273129411003
918.117172407861,8.75210725341088,13.0321312936018,13.0112717166192,10.1594208602514,1.45426213143392,2.14269623208791,0.0487824243426179,0.0342581836197373,0.491098334342841,-5.17289391705394,-4.22101350750024,-4.65711647952449,-3.90184398444147,-4.90784151005569,-4.34600068923848,-5.83021098401166,-5.17014297145941,-4.88396787202528,0.108996626721654
641.770564566256,11.5724494557743,12.7397700769767,12.5966130124493,8.69174235721182,1.54229939909265,2.15378357678131,0.0262801572778417,0.0351217038325763,0.244104172787169,-4.81676028330775,-4.23657965370187,-5.36170211548421,-4.55406041595657,-5.19893065592349,-5.08242659857236,-6.15720988130254,-5.41973914005806,-4.8126687195707,0.185218694925569
483.45986125752,10.6406933470862,12.1480875268152,12.1661528409988,10.1922633658245,1.69443932805016,2.04642259227719,0.0246101296592889,0.0352168639181221,0.292667596350598,-6.01258849340438,-4.23133841990945,-4.36720481548518,-4.09383843305836,-4.61331815626895,-4.71360231072927,-6.54662931009194,-5.21800216250841,-5.38475327325106,0.126941706185853
795.016154291368,7.68794222720429,11.8626860181534,13.0210617987014,10.0730112428902,1.23566089927113,2.03186050883443,0.0133765986060779,0.0287288763796294,0.188440175058218,-5.98273958725571,-3.88220582177953,-5.0330114858765,-4.40162315154645,-4.78431743026874,-4.62373948154906,-6.91210542007972,-6.04724408613869,-6.16496071269433,0.142611626117688
663.245444970595,8.73932704151913,12.2038135943361,12.3397579296644,8.90361672988093,1.94424666014231,1.90959586335719,0.0550443355305588,0.0292849803283803,0.535553725757005,-5.05418665849869,-4.27432436143078,-5.02096898269283,-3.65634928623668,-5.24079661320014,-4.76797994004756,-7.06420305569767,-4.52080332210068,-4.805635213184,0.15625668807922
786.697135437804,10.3620969397546,13.1849664100661,12.8515801204298,9.09126652218283,1.36893039562684,1.84530290368636,0.0588130928580767,0.014738450489326,0.278932524129451,-4.35372764608459,-4.10454261355887,-4.39790105253096,-4.07768191567235,-4.66629265520824,-4.49718998459408,-7.01875547802279,-4.75500052112525,-5.17653310390918,0.163537793557363
678.97512955843,9.7462904112671,13.6058601525782,12.8486840448561,9.42843800487184,1.44895987216175,1.90293948792253,0.0396964293741042,0.0171648278167717,0.322093266491468,-5.26805327124049,-4.26582430062268,-4.20026209542489,-4.07258947531357,-4.67188691797402,-5.06222349909255,-6.97785664869732,-5.46402812157361,-5.48307316194843,0.136316888648356
602.80178957455,8.96807358971077,12.2544779504114,12.4145025728089,9.33328985185585,1.54288220129893,2.03398519292237,0.0235853450813241,0.0331353635452181,0.27985691979757,-5.97398728609184,-4.17528328843529,-6.83915767711722,-4.06347122345163,-4.8515373914306,-4.94674271901803,-7.10781939102497,-5.55543093038734,-4.72669710703383,0.167169336674603
599.306376346153,8.36143844262242,13.3843255078384,12.7332171217405,9.6263904771875,1.2447633211891,1.97230586409548,0.036658016196845,0.0325916686208555,0.309273372211669,-4.91741707114136,-3.67676445200553,-5.10716896500442,-4.0631367626454,-4.59958256949297,-5.1491932492476,-7.32760821588486,-5.27522425232214,-4.79134248764331,0.136679537903593
638.098346522799,11.8514489910744,12.1300852486816,13.1958571976235,9.6967624755456,1.85473563291838,1.99263937772025,0.0846769730847083,0.0257969929264612,0.357866291836844,-5.92951208935131,-4.01868362855765,-4.33433485526165,-4.04926542357299,-4.41586243956807,-4.60236908112769,-6.78446058009687,-6.10270321050372,-5.30338952735879,0.144410716348924
703.795147873098,9.4997273061502,12.5395100956221,12.9541942289562,9.37254609249235,1.25440028297456,1.98145197630762,0.0615792935157868,0.0157098306766919,0.271928929005173,-4.78611549962635,-4.07106683483499,-5.12595756573935,-3.86462557468228,-4.28302106399219,-4.89747202451008,-7.11459769365797,-6.51189572756786,-4.94050296188924,0.137331587923467
623.566562290061,10.8184388783918,12.3880545782137,12.6235871398786,9.112351896468,1.34268767509439,2.02450900441904,0.0367674757198466,0.0504588013081681,0.308698131421878,-5.27713073222848,-4.02957670841741,-5.72964670519642,-4.09249055878131,-4.95754324274439,-4.29624222262979,-7.09926650601547,-5.27178053390953,-5.29221952837577,0.124722262818567
792.007381857937,9.6821162587442,12.8290406725061,13.1869448231148,10.2103745496045,1.31708918151671,1.97366936393176,0.0491546940217317,0.0245340276002919,0.235823125420553,-4.78452639122234,-4.00472768482093,-4.65146836127769,-4.25195705389631,-4.50317999007807,-4.81905780856874,-6.99403948679566,-5.58971479154997,-5.13716868452514,0.160044862427395
566.797789445821,11.0288755499092,12.7281530986682,13.0703777018488,9.9479544688161,1.78656952557053,2.00745256962717,0.0665866648241869,0.0410837874119953,0.284800073428768,-4.88642614183291,-3.9700275017543,-4.56772424473028,-4.03053497860461,-4.98683753004714,-4.75462191610579,-7.27384183948432,-5.14663343450391,-4.77018173835932,0.15072125347825
785.562766815634,10.3173316025262,12.5546823947997,13.4689386172031,9.68811080350288,1.18946776996808,2.07889276340237,0.0331631170464761,0.0333182630101896,0.316114685607635,-5.41488625913309,-4.11445143434248,-4.69271116841276,-4.02562024079911,-4.88315491741749,-5.40735593242712,-5.95716609972191,-5.30684489084661,-4.69038897182341,0.129598376956949
827.214652002932,11.4838084651941,12.6343726140288,13.2386871854897,10.2102970788347,1.60436570925512,2.02440455555336,0.0153638578713934,0.0339205357093764,0.183935498733976,-4.95947250563402,-3.83658804453025,-4.24176285405656,-4.29306690993592,-5.04214042878434,-6.40757332518687,-7.26256008296028,-5.45794238475046,-4.95282123823582,0.180032796413044
745.88943759655,10.1697144836048,12.8603498159034,13.764444568134,10.2901447215636,1.90130161097209,1.80102855425042,0.0679148811875497,0.0396461395712267,0.479010512649756,-5.40110665804428,-3.83368212183594,-4.42095928223394,-4.12569903804084,-4.932592209253,-4.87516509296484,-6.44115983338557,-5.36377590518662,-4.88739442598267,0.101254320125942
739.183524184495,8.81831351103831,12.842682821135,13.0215175067964,9.90737171099215,1.6834813807454,2.28606339827087,0.0578605231874452,0.0262751726445056,0.299582143443342,-4.50372245883608,-4.35783537041295,-6.13512338316261,-4.24190688566887,-4.88439326267399,-4.83109794428178,-6.81995547868108,-5.18722438221731,-4.54898075921494,0.201592754874475
743.83535978342,9.78523062186852,12.6133161522672,12.0431950579204,8.50512633716967,1.61014832614684,2.2128976392197,0.0629473136361269,0.0402504125482208,0.451270913128226,-5.02996156196319,-4.27720131732162,-5.05358550291938,-4.39948531142071,-4.99106265882426,-4.71159711042335,-6.85955123325841,-5.14356929681706,-4.56746189241349,0.122227363812227
959.811075120718,6.34880651843811,12.2287388969998,12.9745521503626,9.40894955948716,1.49458037620468,1.96313096779076,0.0601265687183381,0.0357091696133743,0.352875825283088,-4.85219851878577,-3.8963728632533,-4.98249135283108,-4.28606834166444,-4.76838570730233,-4.46780875145884,-6.99803837746515,-5.03097520598671,-5.78181436052839,0.161904737996814
949.091917159188,10.4857526004909,12.5358712839146,13.8852906388402,8.5688573715207,1.29767963487438,1.95495304687934,0.0739461047896503,0.0240606065236341,0.310948398961496,-5.30751820600455,-3.5908817906903,-5.25586325975319,-4.33375998355309,-4.88137616677978,-5.25588100904414,-6.15788205749837,-5.1207073449609,-4.44820385652993,0.180800319745997
940.212529225571,9.24746817214426,12.8199375880585,11.9376925415961,9.2321232492738,1.44414954720775,1.96475664625485,0.0636951540433057,0.0456452364033408,0.371454152944253,-4.96442184305289,-3.80842997948073,-4.6572976980535,-4.06428835709436,-4.71168225066995,-4.39686932125947,-6.49234079332811,-5.49755549187714,-5.80348893212772,0.122664097991677
715.400087970578,9.74841065681855,12.4858871675404,12.9767803968265,10.6887640265883,1.42418419317185,2.04601548167114,0.0480080461732919,0.0310723875614123,0.23547046363083,-5.55460597988056,-4.08989779827384,-4.07574444521094,-4.1274108693386,-4.82162782114685,-4.72674239486852,-6.57070742241081,-4.86285732619641,-4.7830847726973,0.124979547761875
900.582847516044,10.1698354538471,12.7302997624214,13.121092583463,9.20062624107262,1.33556516940384,1.86592358082586,0.0863098967277715,0.039961062013319,0.255311846292603,-5.30115098053748,-4.04631787014265,-4.58241051679407,-4.31117201982013,-4.41964192021025,-5.07314993010218,-6.60010316264712,-5.96737097860941,-4.71832878669808,0.166291102598404
611.016449349764,9.86141033182925,12.3511171668475,12.3941978515845,9.42912162238287,1.81176028447465,1.91450900678225,0.0535242851786809,0.0373040361148925,0.339434982896827,-5.00208988923038,-3.93539412576179,-4.74185262967386,-3.77703057692322,-4.35179231258481,-4.8013418865441,-6.4490365269949,-5.62553673508595,-4.76693867060516,0.122670302899306
