"alpha","alphavar","beta","Lmean","mu_a","mu_i","mu_s","sd","beta_2","beta_stk","tau","r0","r1","delfall_a","delfall1_i","delfall2_i","delfall1_s","delfall2_s","deldiff_a","deldiff1_i","deldiff2_i","deldiff1_s","deldiff2_s","phidiff_a","phidiff_i","phidiff_s","phifall_a","phifall_i","phifall_s","lM0mu_a","lM0mu_i","lM0mu_s","lM1mu_a","lM1mu_i","lM1mu_s","lMwmu_a","lMwmu_i","lMwmu_s","lM0sd_a","lM0sd_i","lM0sd_s","lM1sd_a","lM1sd_i","lM1sd_s","lMwsd_a","lMwsd_i","lMwsd_s","irphi","p0","p1","sz","fpoolf_a","fpoolf_i","fpoolf_s","fpools_a","fpools_i","fpools_s","frunf_a","frunf_i","frunf_s","fruns_a","fruns_i","fruns_s","avgeff_fr_a","avgeff_fr_i","avgeff_fr_s","avgeff_fp_a","avgeff_fp_i","avgeff_fp_s","thetaf_a","thetaf_i","thetaf_s","thetas_a","thetas_i","thetas_s","n_alleles","n_genotypes","n_locus","n_cohorts","Nth","b1","b2","b3","b4","eggcollection_max","larvaecollection_max","s0egg","s0larvae","s1","s2","s3","fc1","fc2","fc3","fc4","maxcap","Ne2Nratio","angolen","isllen","salen","extant","prodcost","unitcost"
737.579644796907,15486.4171815981,9.22445928903437,0.6523061,9.7508815098324,12.8030998182016,12.5555167452857,1.52837480225042,2.00149215457879,1.00043242537752,0.0582291442404692,0.0306575437943089,0.323995678238242,0,0.873567948118454,4.50859516530998,1.60489341801489,2.14161331831007,0,1.07875754824335,0.568825725132555,1.00000000032465,0.603385893128205,0,0.00532145835483123,0.0122139427793203,0,0.00913726315287717,0.0424202252757881,-4.72999614198966,-4.06889963673791,-5.13480760872807,-4.80034828447432,-4.76930130277848,-4.09532338613478,-5.04846093843889,-5.38332910025393,-6.80526763146763,0.1093525338173,0.300568605245287,0.183048260358081,0.119524826818238,0.377659841465355,0.245380628711736,0.217231338609897,0.13204485063196,0.0834437780148023,0.153629296887085,0.497025499660218,0.548985255976449,0.309489405201433,0.241948191359998,0.205693012860352,0.170006041451296,0.314460066467333,0.267896654158357,0.164393800443222,0.161766577218398,0.125586240429865,0.131425199071483,0.151723287513087,0.101929485420761,0.0782559905232255,2016.34239130435,1433.68581081081,3023.41554054054,405.262195121951,310.771739130435,574.290441176471,0.00307692307692308,0.00248993707645228,0.00245146850633292,0.00307692307692308,0.00233918128654971,0.00220499935981818,2,3,5,4,1000,0.001,0.997,0.001,0.001,60000,5000,0.5,1,0.8,0.8,0.8,1014,1450,2591,5294,3e+05,0.875,78,73,110,100,0.5,10
